armas_medios,cantidad,departamento,municipio,genero,grupo_etario
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,GIRÓN,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,11,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
DESCONOCIDA,4,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,BOLIVAR,ARJONA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
ARMA BLANCA,1,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
DESCONOCIDA,1,CUNDINAMARCA,FUSAGASUGÁ,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,ENVIGADO,FEMENINO,MENORES
ARMA BLANCA,1,CALDAS,MANIZALES (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,CUCUNUBÁ,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,SAN AGUSTÍN,FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,CAUCASIA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ATLANTICO,SOLEDAD,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,MOSQUERA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,PIEDECUESTA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,DUITAMA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BELLO,FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,2,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,ITAGUI,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,MENORES
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,RICAURTE,FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,2,SANTANDER,BUCARAMANGA (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,MENORES
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,NORTE DE SANTANDER,CHINÁCOTA,FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,RISARALDA,APÍA,FEMENINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOYACA,SOGAMOSO,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,CUNDINAMARCA,FACATATIVÁ,FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,BOYACA,ARCABUCO,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BELLO,FEMENINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,GIRÓN,FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,DUITAMA,FEMENINO,ADOLESCENTES
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
DESCONOCIDA,1,CUNDINAMARCA,FACATATIVÁ,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,2,CASANARE,YOPAL (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
SIN EMPLEO DE ARMAS,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,2,SANTANDER,BARRANCABERMEJA,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,BUCARAMANGA (CT),FEMENINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CAUCA,SANTANDER DE QUILICHAO,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BARBOSA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,DUITAMA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,VALLE DEL CAUCA,GUADALAJARA DE BUGA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,QUINDIO,ARMENIA (CT),MASCULINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ARAUCA,ARAUCA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,YUMBO,FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,BARRANQUILLA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,PITALITO,FEMENINO,ADULTOS
ARMA BLANCA,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADOLESCENTES
ARMA BLANCA,1,CASANARE,YOPAL (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,RISARALDA,PEREIRA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADOLESCENTES
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,SAN ESTANISLAO,FEMENINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,6,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,BELLO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,3,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,ITAGUI,FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,TOLIMA,FLANDES,FEMENINO,ADULTOS
ARMA BLANCA,1,SUCRE,SINCELEJO (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
DESCONOCIDA,1,NORTE DE SANTANDER,CÚCUTA (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,CAUCA,PUERTO TEJADA,FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,TOLIMA,IBAGUÉ (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,GUARNE,FEMENINO,ADULTOS
ARMA BLANCA,1,CAQUETA,SAN VICENTE DEL CAGUÁN,FEMENINO,ADULTOS
ARMA BLANCA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CAUCA,POPAYÁN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,IQUIRA,MASCULINO,MENORES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,SOACHA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,SANTANDER,PIEDECUESTA,MASCULINO,ADULTOS
ARMA BLANCA,1,HUILA,NEIVA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,NARIÑO,PASTO (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,HUILA,NEIVA (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CUNDINAMARCA,CHÍA,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,MENORES
ARMA BLANCA,2,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,MAGDALENA,SANTA MARTA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),MASCULINO,MENORES
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,2,CORDOBA,MONTERÍA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CALDAS,MANIZALES (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CUNDINAMARCA,LA MESA,MASCULINO,ADULTOS
DESCONOCIDA,18,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ATLANTICO,MALAMBO,FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADOLESCENTES
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,CALI (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,CESAR,VALLEDUPAR (CT),FEMENINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,CESAR,VALLEDUPAR (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,BOYACA,TUNJA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,META,VILLAVICENCIO (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,SANTANDER,FLORIDABLANCA,FEMENINO,ADULTOS
ARMA BLANCA,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,SANTAFE DE BOGOTA D.C,BOGOTÁ D.C. (CT),MASCULINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,SALGAR,FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
SIN EMPLEO DE ARMAS,1,BOLIVAR,CARTAGENA (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),MASCULINO,ADULTOS
DESCONOCIDA,1,CESAR,VALLEDUPAR (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,ANTIOQUIA,MEDELLÍN (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,TOLIMA,IBAGUÉ (CT),FEMENINO,ADULTOS
ARMA BLANCA,1,VALLE DEL CAUCA,JAMUNDÍ,FEMENINO,ADULTOS
